Symbol	N01_AM_Naive_01	N02_AM_Naive_02	N03_AM_Naive_03	N04_AM_Naive_04	R01_AM_Allo_02H_01	R02_AM_Allo_02H_02	R03_AM_Allo_02H_03	R04_AM_Allo_02H_04	R05_AM_Allo_24H_01	R06_AM_Allo_24H_02	R07_AM_Allo_24H_03	R08_AM_Allo_24H_04
ENSMUSG00000024339	12.84003269	12.59151426	12.94569235	12.37171169	13.72337919	12.46666787	12.20994852	11.45217169	9.847717497	8.628070513	11.5009553	9.178131289
ENSMUSG00000024340	0.0221742	0	0.078183353	0	0	0	0	0	0	0	0	0
ENSMUSG00000024346	22.27296455	19.20345552	17.49281751	20.05087112	18.51190072	20.10049457	17.28945693	19.48587681	33.19974302	31.78508121	26.90092477	28.47732166
ENSMUSG00000024347	0	0	0.005952747	0.051019253	0	0.008611235	0	0.018453314	0	0.012332395	0.0093533	0.004879978
ENSMUSG00000024349	24.69311954	23.6114789	28.7894066	24.7314137	17.95545709	17.42277009	18.20012012	22.1915927	20.5291455	20.60264212	18.42255565	15.74996116
ENSMUSG00000024350	2.771247324	2.634926239	2.662484259	2.342071801	1.674543097	2.542768393	2.746821078	3.045021667	2.644420098	2.552669705	2.315112769	1.843612029
ENSMUSG00000024352	0.322516659	0	0.379050641	0.464104625	0.413851937	0.13708354	0.412693819	0.489601748	2.896477109	2.355854731	3.12682812	2.252867749
ENSMUSG00000024353	0.376863389	0.139348616	0.590565086	1.084620201	0.322392946	0.21357767	0.514385224	0.45768296	0.276290409	0.101956881	0.115991256	0.484136944
ENSMUSG00000024354	0.076070339	0.274244976	0.089404718	0.109465962	0.162688533	0.145499341	0.077871969	0.115479837	0.153366289	0.138915823	0.087798668	0.219878187
ENSMUSG00000024357	14.42049045	14.88029469	12.37617114	12.25770135	14.11491474	12.65778458	14.14407631	14.66205589	15.93193188	15.24240328	17.77403477	15.70338881
ENSMUSG00000024359	41.04947324	42.79735414	44.04650014	39.31808473	51.00758622	54.607206	57.55817352	49.27420616	57.18937852	67.59978069	59.17299127	68.23313704
ENSMUSG00000024360	37.08160003	36.67347452	37.35068884	38.35976103	62.37378633	64.61493895	67.68740856	62.25163729	47.75509973	52.9162087	49.77717507	53.31879949
ENSMUSG00000024365	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024366	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024369	5.181496162	4.975070434	4.652178233	5.084900044	4.418048774	4.274744941	5.252040706	4.683407994	7.908806067	9.238128299	8.392119916	8.233203793
ENSMUSG00000024370	3.28800624	2.949418711	3.151346965	3.125574496	2.056717892	2.037423193	2.192804657	2.637830618	6.720961229	6.498298596	6.632072687	5.693648535
ENSMUSG00000024371	0.10709484	0.158397108	0.083911671	0.291097652	0.244308659	0.202310856	0.20708124	0.260123349	0.244267635	0.067604861	0.26369375	0.252228558
ENSMUSG00000024376	0.029506131	0	0.034678264	0	0.126207118	0.100331062	0.060409892	0.035833816	0.064895619	0	0.054488496	0.028428753
ENSMUSG00000024378	4.479257789	5.29779259	5.334154905	4.375389492	3.476572242	2.446042502	3.431415848	4.232995152	11.33049003	11.25549426	10.723176	10.46057926
ENSMUSG00000024379	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024381	2.139875798	1.324864058	1.637658053	2.040932846	1.915729585	1.142212819	1.732067558	2.326813823	1.44111642	1.55501537	1.562289759	1.510345146
ENSMUSG00000024382	7.611007221	8.09603291	6.82769257	7.195723065	6.385125053	5.969917234	6.304525402	7.099858725	8.922399026	8.788422613	8.674116493	7.616505979
ENSMUSG00000024383	9.608252765	10.99712521	9.67042804	11.82518456	12.67174669	10.4605755	8.142585582	10.97785938	7.878283639	8.131748596	8.41449867	8.455516115
ENSMUSG00000024384	5.871609665	5.713829047	5.456804828	5.134184541	7.125108563	6.33714	6.083234694	5.710375329	6.469984635	6.299701951	6.970504366	7.967909027
ENSMUSG00000024386	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024387	11.42753041	10.1223947	11.87033641	11.00319003	9.761461103	10.45725524	11.57775449	11.22501569	12.80091105	13.28483837	12.33596586	11.59316546
ENSMUSG00000024388	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024391	0.336684469	0.1244921	0.131900642	0	0.672049789	0.477018242	0.574430686	0.272591694	0.082277993	0.45543424	0.103624962	0.32439087
ENSMUSG00000024392	7.819726876	7.431728333	7.636435524	7.229093939	8.750014577	8.430119805	7.711801109	8.361385212	8.233501253	7.915385683	8.227310757	7.116309184
ENSMUSG00000024393	25.62917134	23.12490454	23.13078322	20.93686431	21.88899086	22.11936867	22.04809886	23.79980435	26.68208507	25.22096036	24.72813346	21.36368731
ENSMUSG00000024395	0.606151719	1.344780187	1.108184189	0.775340665	0.749003358	0.744295406	0.689452944	0.981523883	0.543141986	0.382640307	0.932808829	0.454236899
ENSMUSG00000024397	0.11276247	0.100067842	0.159034339	0.129813037	0.212221237	0.153372578	0.069259863	0.109555797	0.066135772	0.109824611	0.104118317	0.108645094
ENSMUSG00000024399	0.424449337	0.796792345	0.997702217	0.610786744	0.33517015	0.36081868	0.635041207	0.515473868	0.119683525	0.158996514	0.391911869	0.188746669
ENSMUSG00000024400	8.405245251	8.552478698	8.861686761	8.070898007	8.512143541	10.23180141	10.47068944	7.599540043	8.586230744	8.702916285	8.20317341	7.696398961
ENSMUSG00000024401	5.865830241	4.310774826	5.084363558	3.903956511	9.440121502	11.28187367	11.85939104	10.81923553	4.864855465	3.005278515	3.114296031	4.026798497
ENSMUSG00000024402	0.24660981	0	0	0	1.125150603	0.279519583	0.757351347	0.29949608	0.120531608	0	0	0.237605171
ENSMUSG00000024403	1.328651591	1.027811221	1.253350207	0.955971313	1.002014263	0.817378789	0.96640035	0.955412299	0.884358735	0.893906128	0.936241894	0.892727531
ENSMUSG00000024404	60.5234093	62.28019107	57.81117609	63.63342188	90.21542666	79.72263457	85.63966017	72.97486638	55.77755701	53.78483061	59.15253079	65.10524459
ENSMUSG00000024406	0.02562252	0	0	0	0.021919136	0.02178136	0	0.031117352	0	0.020795803	0	0.049373894
ENSMUSG00000024409	0.269720338	0.149597269	0	0	0	0	0	0	0	0.218910977	0.249044097	0.129935924
ENSMUSG00000024410	11.32320526	10.9471949	10.73872688	10.18227188	11.03004251	11.52202163	10.86063984	9.947895935	8.314481438	8.813576562	8.156531356	8.691694489
ENSMUSG00000024411	0	0	0.052583767	0.418488674	0	0	0.229003654	0.217343869	0	0	0.041311329	0.021553716
ENSMUSG00000024413	28.67025614	28.40319575	26.84233311	26.77439925	30.5613349	30.2747033	28.67335194	28.56398318	26.8993101	28.18842526	25.6830893	24.32868061
ENSMUSG00000024414	6.299417338	6.437577753	6.762382501	7.780130868	5.516220193	5.692376059	5.940846364	7.228675023	9.345695855	9.742398093	7.877486449	10.13160058
ENSMUSG00000024420	0	0	0	0.053184942	0	0	0	0	0	0	0	0
ENSMUSG00000024421	0.014123501	0.015666873	0.008299606	0	0.04832857	0.036018596	0.014457998	0.017152332	0.005177192	0.005731473	0	0.0068039
ENSMUSG00000024422	8.859473414	8.380521986	8.625936137	8.357773169	7.142270112	7.396314912	8.233204629	8.444970641	8.125185757	8.14805574	7.551873342	7.902067071
ENSMUSG00000024423	15.86717121	18.1155231	16.74085106	16.30248632	37.97260345	29.73658331	30.65478144	34.55715275	12.82270871	12.93191723	14.68141075	16.24528429
ENSMUSG00000024424	2.439992804	2.721919311	2.721884192	2.757362236	3.266605051	2.671857431	2.864686597	3.850560128	1.606920026	1.096466078	0.929181804	1.022707741
ENSMUSG00000024425	83.12606796	79.4631737	85.62876245	82.50208263	81.98718378	76.06809859	72.20544309	81.65293668	65.96111663	58.73593373	61.17728074	63.48375828
ENSMUSG00000024426	0.653414216	0.501203445	0.596387686	0.470134722	0.333004677	0.27182019	0.327328904	0.388328577	0.244615415	0.377997888	0.243897236	0.354962222
ENSMUSG00000024427	0	0	0.029129137	0	0	0	0.050743256	0.090299341	0.036340792	0.020115757	0.022884693	0
ENSMUSG00000024429	18.70281381	17.29515394	18.2842059	17.46673459	31.82365814	28.16479248	26.32105325	25.32971209	16.71965522	14.98536167	16.03784064	19.13997188
ENSMUSG00000024430	0.070927795	0.067438769	0.107178089	0.043742481	0.346720874	0.172270759	0.13484274	0.086138489	0.08171334	0.131580716	0.102913811	0.146438481
ENSMUSG00000024431	8.988943863	9.422944552	8.588378543	9.281251764	7.275175193	7.703170584	7.237454479	7.273844613	7.861909272	7.142240066	7.749527065	7.862350134
ENSMUSG00000024436	2.774327654	2.854490483	3.000733785	2.632593476	2.682902214	4.221227631	5.18614917	3.051894185	4.200542508	5.074495816	4.102357418	4.43567467
ENSMUSG00000024437	0	0	0	0	0	0	0	0	0	0.145080152	0.165050451	0.172226389
ENSMUSG00000024440	0.009013488	0	0	0.012970497	0	0	0	0.010946459	0	0	0	0
ENSMUSG00000024442	8.465056115	8.603211977	8.281483889	7.281558315	4.895124723	5.145764832	4.88949474	5.111491128	12.93205377	12.97320725	11.92070704	10.79868059
ENSMUSG00000024446	3.256662359	3.243075945	3.262093525	3.514776725	3.450786905	3.775152178	4.583964354	3.460681105	3.499948324	3.664407289	2.631136292	3.244718266
ENSMUSG00000024448	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024451	0.348199456	0.289687207	0.639430278	0.187898408	0.372339989	0.12949986	0.155945176	0.317153965	0.063818994	0.088314488	0.100470987	0.188710538
ENSMUSG00000024454	4.123232768	4.660105063	4.145001758	3.843631083	3.505091795	4.519160271	4.127973691	3.810718715	6.425978794	6.819296656	6.788226877	6.446232615
ENSMUSG00000024456	28.62387598	27.5730052	27.79577458	27.20788776	28.39406409	25.28739715	26.11398237	31.21261306	19.72093883	18.76834787	19.46923535	20.55742059
ENSMUSG00000024457	4.048924142	3.817373051	3.886555396	3.814655535	4.10309053	4.136722587	4.139313345	4.172787957	3.043293398	2.561749207	2.879620224	3.134336192
ENSMUSG00000024459	0.019011224	0	0.044687408	0	0	0	0.019461481	0	0	0.015429929	0	0
ENSMUSG00000024462	3.960435814	3.454112882	2.9577202	3.00392109	5.436688001	4.520169969	3.893963836	5.01398538	0.807714233	0.40473855	0.674614044	1.229109273
ENSMUSG00000024471	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024472	6.800444551	6.901569516	5.735426952	6.019184071	3.780834081	5.121243116	4.618560956	3.530366787	8.910469572	8.924972435	9.169724122	8.719282282
ENSMUSG00000024474	57.0144336	60.14889461	57.70362344	59.99645108	60.17544012	56.11737233	58.01490916	62.11662738	61.17447078	62.40772491	57.95553093	58.77406739
ENSMUSG00000024477	7.894939052	7.789720058	7.520747085	7.115507585	7.57140304	10.1377186	9.570695475	8.175060766	8.103239532	9.240587607	8.93950886	9.047928475
ENSMUSG00000024479	0.16387333	0.045445224	0.192598704	0.353722984	0.525703812	0.243786404	0.335508921	0.099508247	0	0.13300321	0.075655558	0.039472427
ENSMUSG00000024480	46.50487426	53.97426973	51.85612668	57.07639636	47.93714985	41.36280325	42.41287026	59.74531675	49.64789819	52.71736007	42.51405006	46.65832976
ENSMUSG00000024481	0	0	0	0	0	0.060045912	0	0	0	0	0	0
ENSMUSG00000024483	4.588378667	4.654383259	4.777596314	4.382841161	3.279669163	4.319540357	4.239179776	4.201449707	4.258392598	4.235219075	4.037171846	4.643640888
ENSMUSG00000024485	0	0	0	0	0	0	0	0.024765505	0	0	0	0
ENSMUSG00000024486	0.239543031	0	0	0.068940952	0.286888511	0.93670864	0.833735427	0	0.175616533	0.077767364	0	0.184637141
ENSMUSG00000024487	17.86581657	16.56926245	19.73537169	20.0193692	19.66818449	20.33297936	23.98550251	21.40078881	21.90156086	24.12753327	20.5527143	21.35222696
ENSMUSG00000024491	4.180752241	4.942717886	4.331723469	4.419754427	4.525504309	5.214094053	5.180771827	4.108627314	4.214431399	4.836785083	4.613692528	4.717114135
ENSMUSG00000024493	18.75129923	15.96004222	18.64239075	19.34651904	17.30214492	19.57439901	20.61392783	18.94134065	24.18723335	23.13953183	26.92359801	29.34405372
ENSMUSG00000024497	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024498	7.418240206	6.799914818	8.387939449	6.860926732	9.234051136	13.54373949	12.80812844	9.260857236	11.23531816	11.11626123	11.55267171	13.88102528
ENSMUSG00000024500	0	0	0	0.069093815	0	0	0.036864003	0.029155885	0	0.009742475	0	0
ENSMUSG00000024501	0.128315037	0.186132875	0.162407962	0.127832256	0.244868984	0.075516154	0.16166648	0.131858363	0.057890333	0.024033073	0	0.009509983
ENSMUSG00000024502	0	0	0	0.093191045	0	0	0	0	0	0	0	0
ENSMUSG00000024503	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024505	0.486513086	0.696358352	0.424234272	0.564594424	0.456471146	0.64037921	0.433772879	0.552728202	0.598298667	0.522240483	0.550654238	0.514111464
ENSMUSG00000024507	88.31626736	93.92975851	90.77540076	89.65478749	55.54169678	56.30735452	50.35447493	57.52820539	92.3337657	75.32856595	95.87845976	95.22513834
ENSMUSG00000024510	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024511	0	0	0	0	0.018601569	0	0	0.008802531	0	0	0	0
ENSMUSG00000024512	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024513	19.94895514	19.81875347	21.61652127	21.48273727	21.0975908	20.64817518	21.40883007	21.9907278	20.20207125	21.17286205	20.64626468	24.71212898
ENSMUSG00000024515	7.470463027	7.673556457	6.947331831	7.506689768	7.639748043	5.964928728	6.428452374	7.419847338	6.193911913	6.316305032	6.23026351	5.859219076
ENSMUSG00000024516	11.38521254	11.49047429	11.03226248	11.10696446	12.31177812	10.19272824	11.18565966	13.53735806	14.55659699	15.26689605	12.79775805	13.00088437
ENSMUSG00000024517	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024518	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024519	0	0	0	0	0	0	0	0	0	0.05269616	0	0
ENSMUSG00000024521	5.026981601	5.623975324	6.110150207	5.997315717	12.01906731	8.36411645	8.400799124	15.96701211	6.079398366	7.148734044	4.958998813	7.534221099
ENSMUSG00000024524	0.891540308	0.756267399	0.93687302	1.04144153	0.969052695	0.633058086	0.923392425	0.878925253	0.599789032	0.48523348	0.687611234	0.50528639
ENSMUSG00000024525	20.6019409	20.87922144	22.84573126	18.12271281	18.5610476	18.44437986	17.79676874	18.03774194	20.82435686	21.83172423	24.20488216	24.72967723
ENSMUSG00000024526	0	0	0	0	0	0.083027402	0.199965046	0	0.071604473	0	0	0.094103079
ENSMUSG00000024527	19.89985286	17.61867891	20.00981915	20.62858555	18.34765947	23.33863933	21.76695691	17.3647536	25.07182461	27.57660965	25.41787646	26.94904752
ENSMUSG00000024528	6.760614931	8.878592785	7.215046284	7.380310388	8.043663592	9.116102265	8.432155598	7.077974689	7.349173789	8.00985241	7.462130577	8.310659048
ENSMUSG00000024529	0.014084133	0	0.016552942	0.020267205	0	0.011972732	0	0.034209042	0	0	0	0.027139738
ENSMUSG00000024530	0.052462908	0.116391784	0.123318275	0.075494638	0.269280679	0.044598014	0.053705425	0.382282491	0	0.085160108	0.048441203	0.151641879
ENSMUSG00000024532	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024533	6.253408588	6.124193992	5.917717314	6.158184248	5.725550607	4.75222629	4.720227541	6.302194611	5.183786982	5.469671316	5.062069572	5.334158727
ENSMUSG00000024534	0	0	0.004650726	0	0	0	0.004050806	0	0.002901065	0	0.003653745	0
ENSMUSG00000024535	11.78801756	12.6812574	13.4359208	12.35230446	21.65738739	31.67660049	29.80355864	14.12383498	15.19629292	11.81479455	14.02549804	15.20697894
ENSMUSG00000024537	14.49269265	11.90845113	13.6264947	14.36686484	9.367356879	9.856034694	10.11041401	11.08192058	20.7778736	22.74100566	23.19496537	17.68711351
ENSMUSG00000024538	0.088403672	0.09806415	0.103899962	0.254427497	0.605009053	0.150301549	0	0	0	0.071750371	0.081626817	0
ENSMUSG00000024539	5.043421324	5.108912638	5.701086286	6.249541945	6.396791842	6.29703757	6.184686022	5.848523653	5.713136929	5.926832625	5.982697496	6.32717096
ENSMUSG00000024542	6.575895842	5.611145607	5.928551593	6.470275823	3.894535471	3.989502062	4.343919961	4.778019283	11.60953561	10.92517562	12.89608878	11.62914472
ENSMUSG00000024544	15.36805465	16.64274115	14.14939936	14.96192888	17.67212514	11.74612933	9.616610243	16.33773342	6.786828777	6.47710428	7.24235818	8.611733975
ENSMUSG00000024546	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024548	0.011422398	0	0.040273893	0	0.009771446	0.009710027	0.04677169	0.041615903	0	0.00927067	0.031640336	0
ENSMUSG00000024552	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024553	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024556	62.05325619	59.53648335	56.33070797	62.70658425	49.67740423	57.59267596	52.99896395	49.82809611	91.49564147	89.00108899	99.96934383	96.15073108
ENSMUSG00000024558	0	0	0	0.012243443	0	0	0	0.010332861	0	0	0	0
ENSMUSG00000024560	23.27589671	18.3529792	20.3127997	18.30935291	19.0572652	21.26313367	20.04859637	17.298015	23.1450382	24.0369772	22.73459635	19.664596
ENSMUSG00000024561	15.72763463	17.21180833	17.19260371	17.52171868	15.1543068	16.06538542	16.10012361	17.56011565	18.53546625	16.40220416	18.38670618	16.70128423
ENSMUSG00000024563	5.460382351	5.247047831	5.661775961	5.097208905	4.894926925	4.92901472	4.1615964	5.016552164	5.433455325	5.687876349	5.23300596	5.702045742
ENSMUSG00000024565	0	0	0	0	0	0.014034838	0	0	0	0	0	0
ENSMUSG00000024566	14.26091937	14.27710098	15.00294656	13.24658823	16.77683826	16.72510629	18.26451167	15.37496451	12.43187388	12.12157174	13.51780626	13.65901742
ENSMUSG00000024570	16.42972937	16.85136641	20.28003509	14.85084244	20.41158629	17.33554267	18.931767	16.94512716	19.91384355	16.95320056	22.18364363	18.77305167
ENSMUSG00000024571	9.800613996	8.954760826	10.42733228	8.925827973	10.54627679	12.00375066	12.06567678	10.41458891	10.48462973	9.597605023	11.21639132	9.790648268
ENSMUSG00000024575	0.017008845	0.018867519	0.019990328	0.024475895	0.072752248	0.187966883	0.087058391	0.020656447	0.024939439	0.027609508	0	0
ENSMUSG00000024576	7.731196925	8.09737549	7.921166701	8.116640664	9.707502977	9.563514152	9.455091195	9.657439278	8.87670276	9.155802514	9.140174931	8.943632122
ENSMUSG00000024578	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024579	1.208422559	1.022994246	1.121247699	1.144034128	0.84333185	0.486598636	0.553413753	1.004128676	2.051633394	2.451956032	1.233238503	1.899645031
ENSMUSG00000024580	5.924142852	5.476262299	5.603224388	5.277318718	5.622943628	6.354995627	7.161825045	5.241775935	5.17044706	4.762373005	4.923008541	4.566264331
ENSMUSG00000024581	10.79858244	10.45882058	10.75225254	10.30297834	11.74573685	9.555435073	10.16455732	11.70095519	10.20649064	9.266555288	9.725935223	11.25593301
ENSMUSG00000024583	23.24408326	23.22050208	25.43810627	24.30289856	30.45403417	29.05361839	33.53080813	27.09537993	36.16725697	40.25582889	35.53785271	34.81343031
ENSMUSG00000024587	54.03593847	55.67644305	57.51755033	57.18431985	59.52816704	62.42196914	64.9992765	59.80135636	63.20737948	65.20669346	61.41983806	62.9665438
ENSMUSG00000024588	15.009365	14.99762897	14.32415515	15.05700346	18.03629797	17.72304465	18.25327264	16.75278453	16.72123649	18.92493323	18.85227758	18.31263429
ENSMUSG00000024589	0.312422626	0.154028089	0.155034606	0.169841036	0.29102321	0.224272857	0.156357402	0.286674904	0.28503609	0.298648048	0.282062401	0.200676611
ENSMUSG00000024590	13.01785724	13.18002344	12.24743792	10.37079024	15.38531802	12.30816034	11.09960178	15.29704879	49.40880392	52.88059703	55.2437339	47.07357379
ENSMUSG00000024592	3.001640194	3.745856362	3.867009391	3.904063657	1.48141973	1.619318893	2.718184423	2.24329331	3.237416555	3.724571043	2.878137949	3.615048966
ENSMUSG00000024593	0	0	0	0.059925597	0	0	0	0.012643562	0	0	0	0.010030768
ENSMUSG00000024594	9.542993191	9.876598014	9.156311271	9.132256595	9.541179269	10.62861424	12.36276298	9.3176281	9.652420178	9.282833135	8.068048335	7.848443737
ENSMUSG00000024597	0.191803427	0.444868319	0.245917824	0.577105559	0.492242603	0.459503185	0.606887782	0.677632849	0.562468511	0.396255729	0.4830004	0.53759992
ENSMUSG00000024598	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024600	0.045749345	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024601	23.06566665	27.65278954	24.18943534	23.87250613	26.86565951	24.50976677	25.97314233	25.31869515	30.01554464	28.58492225	31.08615448	30.3008242
ENSMUSG00000024603	25.80458916	29.33749861	27.23393122	28.9840461	21.42023637	26.7761359	28.57788023	22.49083312	26.57069635	26.73224858	26.11583421	26.77939504
ENSMUSG00000024604	6.223005735	5.897066312	6.119366224	6.547475197	8.212721224	7.935140389	8.387146232	6.589119715	6.373438217	6.751225382	6.078015207	6.538112627
ENSMUSG00000024608	93.91263001	102.0894504	106.3360263	107.9916675	96.36778963	88.8727014	88.67021484	83.81697127	86.69862245	91.19224585	92.90942619	68.18279223
ENSMUSG00000024610	110.3105605	178.1671841	128.4362005	179.6971522	145.6992151	133.5451769	133.7501922	88.75532035	58.23633424	65.9576075	83.78215139	65.97523506
ENSMUSG00000024613	4.168442966	3.8403555	4.225966928	3.470847382	3.331850963	3.770756569	3.472366613	3.717563832	4.917620766	4.953418435	4.941867726	4.672325322
ENSMUSG00000024614	35.75066741	38.4266426	38.51112583	39.63082092	35.45564954	31.8164029	34.88108565	36.11139399	30.36737782	31.15721344	32.55477862	34.84911907
ENSMUSG00000024617	0.047844759	0.159219258	0.065603385	0.05737423	0.061394182	0.061008281	0.048977902	0.116210445	0.046768665	0.038831862	0.036814227	0.030731846
ENSMUSG00000024619	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024620	0.010497426	0	0.024675042	0.030211797	0.0269405	0.008923721	0.042984176	0.012748633	0.015391986	0.017039885	0.02907814	0
ENSMUSG00000024621	39.6067842	39.38837963	39.22252043	42.46914696	34.42682216	29.63250006	29.11188713	36.05127719	24.46652412	23.63024087	22.21670349	23.27208333
ENSMUSG00000024622	7.577655675	8.207936713	7.203336889	7.729239001	7.264111586	11.21607259	9.399807621	6.144161203	7.728566541	7.506852665	6.955609756	6.270242547
ENSMUSG00000024639	21.72209938	22.3269909	23.48356244	23.95299964	27.36564098	19.46156595	19.47156419	25.0565099	20.35079675	19.02998108	19.60620772	21.52467519
ENSMUSG00000024640	1.661205777	1.564864112	2.091855776	2.295630583	2.312109135	3.093321956	3.185155868	2.305664825	8.853810467	8.924271692	8.265806214	8.256800346
ENSMUSG00000024642	5.584411395	5.002845011	5.579542121	5.537125178	5.204756588	4.354285413	4.220361187	5.18891769	4.258971107	4.461453832	3.956640197	4.441623953
ENSMUSG00000024644	107.8351753	107.4590658	104.3930472	108.8010185	114.4593643	117.0330018	113.2297001	114.7116308	115.7359467	125.4510673	114.3074489	106.7300836
ENSMUSG00000024645	8.991224886	9.590151902	9.65282002	9.828253644	5.99062481	6.9818784	7.345636144	7.244616587	10.77497576	10.80587867	11.65469558	10.2455711
ENSMUSG00000024646	30.96391516	33.07660063	33.36175678	35.40683299	28.13025337	25.5428185	28.44249616	28.52494538	27.13154642	23.20141976	25.25783395	24.17574243
ENSMUSG00000024647	0	0	0	0.017914682	0	0	0	0	0	0	0	0
ENSMUSG00000024650	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024653	9.075862709	9.53776872	4.210567777	7.561200349	8.581341639	5.48190165	7.090357253	8.701745353	8.755000694	14.53849427	4.851651074	5.292705093
ENSMUSG00000024654	0.352518209	0.195520151	0.44390482	0.615979394	0.430809326	0.599341989	0.592853181	0.458696654	0.79378673	0.613096193	0.720738581	0.582251076
ENSMUSG00000024658	0.281822316	0.125047593	0.331222982	0	0.096435503	0.191658693	0.115398767	0.342260022	0.165290246	0.045746642	0.104087344	0.271531938
ENSMUSG00000024659	147.5837435	157.070929	155.7477751	160.2230087	167.3267485	151.1995657	156.2367532	172.4785967	135.4627182	146.4229874	138.3199548	141.4499342
ENSMUSG00000024660	21.06233289	16.85654769	20.35173201	16.069821	18.29014584	18.95626305	19.35440363	20.4719582	58.83817675	63.10107222	67.51235553	54.78501639
ENSMUSG00000024661	4899.179814	4990.684596	5131.847786	5355.625353	7118.38474	7954.149734	8180.57605	6719.560109	9210.103019	10585.48417	8077.032375	7942.497181
ENSMUSG00000024663	5.604890803	5.330669553	5.857898579	4.925904907	3.314512744	10.31273269	10.63773025	4.225746247	6.115421215	7.075456668	5.696227065	4.167966952
ENSMUSG00000024664	0.730324126	1.581685653	1.267077355	0.900808763	1.011525536	3.931978628	4.592528525	1.224828111	1.376803535	1.552433079	1.059675395	1.105747158
ENSMUSG00000024665	0.603114707	0.083627651	0.620230408	0.867887959	0.128985683	0.833137032	0.540223872	0.549340953	4.75324547	5.200950294	3.967777819	3.413919915
ENSMUSG00000024666	20.37788042	20.54252758	22.773434	22.22448185	14.92469816	17.87000337	20.49453079	17.71434551	26.83897773	29.0160305	28.25663722	27.96956564
ENSMUSG00000024667	8.078401243	7.774432437	7.749536382	7.603311893	7.022845625	6.737417737	5.744108286	6.920619907	10.74058845	8.683076381	13.80946409	12.55866761
ENSMUSG00000024668	17.80951368	19.47054839	19.24820622	19.49846538	14.48147597	15.01476546	14.99854106	16.09897841	19.46392751	21.07092401	19.73312486	19.24663279
ENSMUSG00000024669	0.71432218	0.426666739	0.452057736	0.632564061	0.423053092	0.326973064	0.44999384	0.200194818	0.120852015	0.222984478	0.253678315	0.05294151
ENSMUSG00000024670	0.070840454	0.157163358	0.069381738	0.033980035	0.060601436	0.090330778	0.06043185	0.043016209	0.017311789	0.028747838	0.054508301	0.011375634
ENSMUSG00000024672	0.446114024	0.606607456	0.676533422	0.828338634	0.393945135	0.244668091	0.41248486	0.314584617	0.443113858	0.502234432	0.504929025	0.526881947
ENSMUSG00000024673	0.315104624	0.451486941	0.586370635	0.340078975	0.123548592	0.089288736	0.228485295	0.350789842	0.13475765	0.074592544	0.230334871	0.088549704
ENSMUSG00000024675	0.164109884	0.318575779	0.192876724	0.236155728	0	0.034876902	0	0.348781613	0.18047118	0.066597602	0.151529537	0
ENSMUSG00000024677	0.237342635	0.302770506	0.306841098	0.392769128	0.649721622	0.59519727	0.692446811	0.61971929	0.069601342	0.134842764	0.164361305	0.137205825
ENSMUSG00000024678	0	0	0	0.108127482	0	0	0	0	0	0	0.069380097	0
ENSMUSG00000024679	31.51971865	28.29094811	30.5672634	32.60533514	27.42621441	32.24525419	34.11000719	31.7608191	54.98406748	69.75872974	51.92060444	51.71375655
ENSMUSG00000024680	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024681	0	0.07249813	0.115218756	0.04702411	0	0	0	0.039686028	0.11978673	0.07956681	0.150865316	0.094454714
ENSMUSG00000024682	0.073966898	0.082049771	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024683	15.40146399	16.07290655	18.45844864	17.78860908	16.38256131	19.63886652	18.0481821	13.65910331	23.54829884	25.98719138	24.60575655	22.45390039
ENSMUSG00000024687	26.14952814	25.5636832	25.15867898	25.22922618	21.86011494	21.38494242	21.30322249	21.08110908	26.67196236	28.37866658	24.80991656	24.59654679
ENSMUSG00000024691	14.66050609	16.03840401	15.55599978	15.45533983	3.068396539	3.830712541	4.023434639	7.055538876	19.79987135	21.32925801	20.2536794	20.58910464
